"Country","Code","Year","Oil_production_TWh"
"Qatar","QAT",1962,102.43704
"Qatar","QAT",1963,105.77485
"Qatar","QAT",1964,117.75375
"Qatar","QAT",1965,134.96996
"Qatar","QAT",1966,168.56763
"Qatar","QAT",1967,187.68355
"Qatar","QAT",1968,197.49146
"Qatar","QAT",1969,206.2202
"Qatar","QAT",1970,210.27509
"Qatar","QAT",1971,249.08618
"Qatar","QAT",1972,279.9732
"Qatar","QAT",1973,330.18402
"Qatar","QAT",1974,300.06198
"Qatar","QAT",1975,253.14108
"Qatar","QAT",1976,282.8775
"Qatar","QAT",1977,251.98256
"Qatar","QAT",1978,280.3668
"Qatar","QAT",1979,293.11072
"Qatar","QAT",1980,275.31665
"Qatar","QAT",1981,240.69855
"Qatar","QAT",1982,196.26921
"Qatar","QAT",1983,178.5046
"Qatar","QAT",1984,199.42004
"Qatar","QAT",1985,178.14629
"Qatar","QAT",1986,200.86798
"Qatar","QAT",1987,177.60414
"Qatar","QAT",1988,205.23705
"Qatar","QAT",1989,228.99637
"Qatar","QAT",1990,245.6507
"Qatar","QAT",1991,237.2873
"Qatar","QAT",1992,274.47525
"Qatar","QAT",1993,253.68784
"Qatar","QAT",1994,248.28114
"Qatar","QAT",1995,253.89717
"Qatar","QAT",1996,315.21988
"Qatar","QAT",1997,386.96454
"Qatar","QAT",1998,390.20615
"Qatar","QAT",1999,398.6554
"Qatar","QAT",2000,467.28427
"Qatar","QAT",2001,465.19556
"Qatar","QAT",2002,434.17203
"Qatar","QAT",2003,509.2333
"Qatar","QAT",2004,580.2947
"Qatar","QAT",2005,611.25684
"Qatar","QAT",2006,659.2999
"Qatar","QAT",2007,668.2696
"Qatar","QAT",2008,750.18787
"Qatar","QAT",2009,725.67804
"Qatar","QAT",2010,824.8058
"Qatar","QAT",2011,904.16223
"Qatar","QAT",2012,952.5738
"Qatar","QAT",2013,949.98724
"Qatar","QAT",2014,928.8421
"Qatar","QAT",2015,899.8932
"Qatar","QAT",2016,902.2269
"Qatar","QAT",2017,869.83575
"Qatar","QAT",2018,873.32007
"Qatar","QAT",2019,840.89795
"Qatar","QAT",2020,833.2996
"Qatar","QAT",2021,846.9084
"Qatar","QAT",2022,861.59503
"Russia","RUS",1985,6307.019
"Russia","RUS",1986,6526.547
"Russia","RUS",1987,6623.0645
"Russia","RUS",1988,6614.9
"Russia","RUS",1989,6422.3887
"Russia","RUS",1990,5999.8125
"Russia","RUS",1991,5372.4087
"Russia","RUS",1992,4638.16
"Russia","RUS",1993,4127.1963
"Russia","RUS",1994,3693.4321
"Russia","RUS",1995,3614.0107
"Russia","RUS",1996,3522.4128
"Russia","RUS",1997,3575.2947
"Russia","RUS",1998,3539.474
"Russia","RUS",1999,3544.452
"Russia","RUS",2000,3798.947
"Russia","RUS",2001,4090.0337
"Russia","RUS",2002,4462.3774
"Russia","RUS",2003,4951.0513
"Russia","RUS",2004,5388.0737
"Russia","RUS",2005,5522.1504
"Russia","RUS",2006,5655.1367
"Russia","RUS",2007,5783.959
"Russia","RUS",2008,5748.177
"Russia","RUS",2009,5830.85
"Russia","RUS",2010,5958.2305
"Russia","RUS",2011,6041.363
"Russia","RUS",2012,6125.9355
"Russia","RUS",2013,6189.7603
"Russia","RUS",2014,6250.2017
"Russia","RUS",2015,6333.144
"Russia","RUS",2016,6495.112
"Russia","RUS",2017,6495.898
"Russia","RUS",2018,6604.5015
"Russia","RUS",2019,6668.512
"Russia","RUS",2020,6098.4463
"Russia","RUS",2021,6266.0537
"Russia","RUS",2022,6379.2515
"Saudi Arabia","SAU",1900,0
"Saudi Arabia","SAU",1901,0
"Saudi Arabia","SAU",1902,0
"Saudi Arabia","SAU",1903,0
"Saudi Arabia","SAU",1904,0
"Saudi Arabia","SAU",1905,0
"Saudi Arabia","SAU",1906,0
"Saudi Arabia","SAU",1907,0
"Saudi Arabia","SAU",1908,0
"Saudi Arabia","SAU",1909,0
"Saudi Arabia","SAU",1910,0
"Saudi Arabia","SAU",1911,0
"Saudi Arabia","SAU",1912,0
"Saudi Arabia","SAU",1913,0
"Saudi Arabia","SAU",1914,0
"Saudi Arabia","SAU",1915,0
"Saudi Arabia","SAU",1916,0
"Saudi Arabia","SAU",1917,0
"Saudi Arabia","SAU",1918,0
"Saudi Arabia","SAU",1919,0
"Saudi Arabia","SAU",1920,0
"Saudi Arabia","SAU",1921,0
"Saudi Arabia","SAU",1922,0
"Saudi Arabia","SAU",1923,0
"Saudi Arabia","SAU",1924,0
"Saudi Arabia","SAU",1925,0
"Saudi Arabia","SAU",1926,0
"Saudi Arabia","SAU",1927,0
"Saudi Arabia","SAU",1928,0
"Saudi Arabia","SAU",1929,0
"Saudi Arabia","SAU",1930,0
"Saudi Arabia","SAU",1931,0
"Saudi Arabia","SAU",1932,0
"Saudi Arabia","SAU",1933,0
"Saudi Arabia","SAU",1934,0
"Saudi Arabia","SAU",1935,0
"Saudi Arabia","SAU",1936,0.02326
"Saudi Arabia","SAU",1937,0.09304
"Saudi Arabia","SAU",1938,0.77921
"Saudi Arabia","SAU",1939,6.26857
"Saudi Arabia","SAU",1940,8.141
"Saudi Arabia","SAU",1941,6.8617
"Saudi Arabia","SAU",1942,7.2106
"Saudi Arabia","SAU",1943,7.5595
"Saudi Arabia","SAU",1944,12.36269
"Saudi Arabia","SAU",1945,33.40136
"Saudi Arabia","SAU",1946,95.366
"Saudi Arabia","SAU",1947,143.049
"Saudi Arabia","SAU",1948,221.87714
"Saudi Arabia","SAU",1949,270.26956
"Saudi Arabia","SAU",1950,309.92786
"Saudi Arabia","SAU",1951,431.72885
"Saudi Arabia","SAU",1952,468.84018
"Saudi Arabia","SAU",1953,478.83035
"Saudi Arabia","SAU",1954,545.226
"Saudi Arabia","SAU",1955,554.33234
"Saudi Arabia","SAU",1956,570.3003
"Saudi Arabia","SAU",1957,581.7791
"Saudi Arabia","SAU",1958,599.9452
"Saudi Arabia","SAU",1959,656.30414
"Saudi Arabia","SAU",1960,750.4141
"Saudi Arabia","SAU",1961,854.0723
"Saudi Arabia","SAU",1962,948.2521
"Saudi Arabia","SAU",1963,1031.9182
"Saudi Arabia","SAU",1964,1099.8026
"Saudi Arabia","SAU",1965,1291.2112
"Saudi Arabia","SAU",1966,1523.1675
"Saudi Arabia","SAU",1967,1643.169
"Saudi Arabia","SAU",1968,1793.6106
"Saudi Arabia","SAU",1969,1892.793
"Saudi Arabia","SAU",1970,2234.9546
"Saudi Arabia","SAU",1971,2800.4424
"Saudi Arabia","SAU",1972,3538.2239
"Saudi Arabia","SAU",1973,4466.09
"Saudi Arabia","SAU",1974,4996.796
"Saudi Arabia","SAU",1975,4179.089
"Saudi Arabia","SAU",1976,5085.341
"Saudi Arabia","SAU",1977,5447.446
"Saudi Arabia","SAU",1978,4936.231
"Saudi Arabia","SAU",1979,5675.5664
"Saudi Arabia","SAU",1980,5929.0127
"Saudi Arabia","SAU",1981,5888.819
"Saudi Arabia","SAU",1982,3956.3428
"Saudi Arabia","SAU",1983,2794.4504
"Saudi Arabia","SAU",1984,2547.3987
"Saudi Arabia","SAU",1985,2001.202
"Saudi Arabia","SAU",1986,2937.7393
"Saudi Arabia","SAU",1987,2484.2625
"Saudi Arabia","SAU",1988,3178.5789
"Saudi Arabia","SAU",1989,3153.7424
"Saudi Arabia","SAU",1990,3984.946
"Saudi Arabia","SAU",1991,4981.6616
"Saudi Arabia","SAU",1992,5141.365
"Saudi Arabia","SAU",1993,4992.883
"Saudi Arabia","SAU",1994,5026.3213
"Saudi Arabia","SAU",1995,5015.5874
"Saudi Arabia","SAU",1996,5087.378
"Saudi Arabia","SAU",1997,5024.416
"Saudi Arabia","SAU",1998,5178.7773
"Saudi Arabia","SAU",1999,4751.1567
"Saudi Arabia","SAU",2000,5099.946
"Saudi Arabia","SAU",2001,4974.1143
"Saudi Arabia","SAU",2002,4536.3174
"Saudi Arabia","SAU",2003,5355.6123
"Saudi Arabia","SAU",2004,5731.1167
"Saudi Arabia","SAU",2005,6008.3857
"Saudi Arabia","SAU",2006,5918.9785
"Saudi Arabia","SAU",2007,5686.37
"Saudi Arabia","SAU",2008,5930.9995
"Saudi Arabia","SAU",2009,5338.2544
"Saudi Arabia","SAU",2010,5388.1865
"Saudi Arabia","SAU",2011,6079.007
"Saudi Arabia","SAU",2012,6387.4927
"Saudi Arabia","SAU",2013,6261.744
"Saudi Arabia","SAU",2014,6324.668
"Saudi Arabia","SAU",2015,6606.238
"Saudi Arabia","SAU",2016,6823.4634
"Saudi Arabia","SAU",2017,6504.885
"Saudi Arabia","SAU",2018,6708.389
"Saudi Arabia","SAU",2019,6472.84
"Saudi Arabia","SAU",2020,6042.749
"Saudi Arabia","SAU",2021,5989.718
"Saudi Arabia","SAU",2022,6665.056
"United Arab Emirates","ARE",1900,0
"United Arab Emirates","ARE",1901,0
"United Arab Emirates","ARE",1902,0
"United Arab Emirates","ARE",1903,0
"United Arab Emirates","ARE",1904,0
"United Arab Emirates","ARE",1905,0
"United Arab Emirates","ARE",1906,0
"United Arab Emirates","ARE",1907,0
"United Arab Emirates","ARE",1908,0
"United Arab Emirates","ARE",1909,0
"United Arab Emirates","ARE",1910,0
"United Arab Emirates","ARE",1911,0
"United Arab Emirates","ARE",1912,0
"United Arab Emirates","ARE",1913,0
"United Arab Emirates","ARE",1914,0
"United Arab Emirates","ARE",1915,0
"United Arab Emirates","ARE",1916,0
"United Arab Emirates","ARE",1917,0
"United Arab Emirates","ARE",1918,0
"United Arab Emirates","ARE",1919,0
"United Arab Emirates","ARE",1920,0
"United Arab Emirates","ARE",1921,0
"United Arab Emirates","ARE",1922,0
"United Arab Emirates","ARE",1923,0
"United Arab Emirates","ARE",1924,0
"United Arab Emirates","ARE",1925,0
"United Arab Emirates","ARE",1926,0
"United Arab Emirates","ARE",1927,0
"United Arab Emirates","ARE",1928,0
"United Arab Emirates","ARE",1929,0
"United Arab Emirates","ARE",1930,0
"United Arab Emirates","ARE",1931,0
"United Arab Emirates","ARE",1932,0
"United Arab Emirates","ARE",1933,0
"United Arab Emirates","ARE",1934,0
"United Arab Emirates","ARE",1935,0
"United Arab Emirates","ARE",1936,0
"United Arab Emirates","ARE",1937,0
"United Arab Emirates","ARE",1938,0
"United Arab Emirates","ARE",1939,0
"United Arab Emirates","ARE",1940,0
"United Arab Emirates","ARE",1941,0
"United Arab Emirates","ARE",1942,0
"United Arab Emirates","ARE",1943,0
"United Arab Emirates","ARE",1944,0
"United Arab Emirates","ARE",1945,0
"United Arab Emirates","ARE",1946,0
"United Arab Emirates","ARE",1947,0
"United Arab Emirates","ARE",1948,0
"United Arab Emirates","ARE",1949,0
"United Arab Emirates","ARE",1950,0
"United Arab Emirates","ARE",1951,0
"United Arab Emirates","ARE",1952,0
"United Arab Emirates","ARE",1953,0
"United Arab Emirates","ARE",1954,0
"United Arab Emirates","ARE",1955,0
"United Arab Emirates","ARE",1956,0
"United Arab Emirates","ARE",1957,0
"United Arab Emirates","ARE",1958,0
"United Arab Emirates","ARE",1959,0
"United Arab Emirates","ARE",1960,0
"United Arab Emirates","ARE",1961,0
"United Arab Emirates","ARE",1962,9.28074
"United Arab Emirates","ARE",1963,28.21438
"United Arab Emirates","ARE",1964,105.78648
"United Arab Emirates","ARE",1965,158.93922
"United Arab Emirates","ARE",1966,202.75734
"United Arab Emirates","ARE",1967,215.20438
"United Arab Emirates","ARE",1968,280.45877
"United Arab Emirates","ARE",1969,353.58624
"United Arab Emirates","ARE",1970,439.08228
"United Arab Emirates","ARE",1971,596.7261
"United Arab Emirates","ARE",1972,679.2343
"United Arab Emirates","ARE",1973,863.18304
"United Arab Emirates","ARE",1974,945.4124
"United Arab Emirates","ARE",1975,937.07684
"United Arab Emirates","ARE",1976,1093.5983
"United Arab Emirates","ARE",1977,1125.703
"United Arab Emirates","ARE",1978,1030.9653
"United Arab Emirates","ARE",1979,1031.0718
"United Arab Emirates","ARE",1980,974.6628
"United Arab Emirates","ARE",1981,861.628
"United Arab Emirates","ARE",1982,749.46564
"United Arab Emirates","ARE",1983,705.9224
"United Arab Emirates","ARE",1984,676.1817
"United Arab Emirates","ARE",1985,650.816
"United Arab Emirates","ARE",1986,751.5359
"United Arab Emirates","ARE",1987,793.14496
"United Arab Emirates","ARE",1988,837.8947
"United Arab Emirates","ARE",1989,989.44775
"United Arab Emirates","ARE",1990,1083.3516
"United Arab Emirates","ARE",1991,1242.6837
"United Arab Emirates","ARE",1992,1368.6174
"United Arab Emirates","ARE",1993,1330.0209
"United Arab Emirates","ARE",1994,1341.0413
"United Arab Emirates","ARE",1995,1330.6033
"United Arab Emirates","ARE",1996,1359.7686
"United Arab Emirates","ARE",1997,1364.287
"United Arab Emirates","ARE",1998,1413.2999
"United Arab Emirates","ARE",1999,1302.896
"United Arab Emirates","ARE",2000,1413.3167
"United Arab Emirates","ARE",2001,1377.1503
"United Arab Emirates","ARE",2002,1267.8835
"United Arab Emirates","ARE",2003,1467.5858
"United Arab Emirates","ARE",2004,1526.739
"United Arab Emirates","ARE",2005,1588.1108
"United Arab Emirates","ARE",2006,1693.9802
"United Arab Emirates","ARE",2007,1670.5735
"United Arab Emirates","ARE",2008,1689.2214
"United Arab Emirates","ARE",2009,1498.1176
"United Arab Emirates","ARE",2010,1561.2549
"United Arab Emirates","ARE",2011,1737.4958
"United Arab Emirates","ARE",2012,1801.5314
"United Arab Emirates","ARE",2013,1879.6893
"United Arab Emirates","ARE",2014,1895.0093
"United Arab Emirates","ARE",2015,2036.3232
"United Arab Emirates","ARE",2016,2112.0898
"United Arab Emirates","ARE",2017,2034.374
"United Arab Emirates","ARE",2018,2046.3977
"United Arab Emirates","ARE",2019,2092.2188
"United Arab Emirates","ARE",2020,1929.9459
"United Arab Emirates","ARE",2021,1900.77
"United Arab Emirates","ARE",2022,2106.3857
"United States","USA",1900,98.64566
"United States","USA",1901,107.60076
"United States","USA",1902,137.64105
"United States","USA",1903,155.78384
"United States","USA",1904,181.55592
"United States","USA",1905,208.89806
"United States","USA",1906,196.15158
"United States","USA",1907,257.55798
"United States","USA",1908,276.8405
"United States","USA",1909,284.0395
"United States","USA",1910,324.95383
"United States","USA",1911,341.84058
"United States","USA",1912,345.70175
"United States","USA",1913,385.25537
"United States","USA",1914,412.10904
"United States","USA",1915,435.8924
"United States","USA",1916,466.363
"United States","USA",1917,519.9773
"United States","USA",1918,551.9249
"United States","USA",1919,605.9114
"United States","USA",1920,722.4789
"United States","USA",1921,752.67035
"United States","USA",1922,888.7064
"United States","USA",1923,1167.3147
"United States","USA",1924,1140.0192
"United States","USA",1925,1216.7539
"United States","USA",1926,1238.2926
"United States","USA",1927,1436.1422
"United States","USA",1928,1437.375
"United States","USA",1929,1606.1495
"United States","USA",1930,1431.8507
"United States","USA",1931,1357.0233
"United States","USA",1932,1251.9114
"United States","USA",1933,1425.0936
"United States","USA",1934,1429.6875
"United States","USA",1935,1566.2703
"United States","USA",1936,1728.2877
"United States","USA",1937,2010.4199
"United States","USA",1938,1908.5645
"United States","USA",1939,1988.1019
"United States","USA",1940,2126.813
"United States","USA",1941,2203.8384
"United States","USA",1942,2179.3457
"United States","USA",1943,2365.635
"United States","USA",1944,2637.114
"United States","USA",1945,2693.2986
"United States","USA",1946,2725.1765
"United States","USA",1947,2918.5718
"United States","USA",1948,3175.0713
"United States","USA",1949,2894.928
"United States","USA",1950,3101.814
"United States","USA",1951,3532.659
"United States","USA",1952,3598.8687
"United States","USA",1953,3704.562
"United States","USA",1954,3638.399
"United States","USA",1955,3904.7026
"United States","USA",1956,4113.508
"United States","USA",1957,4112.903
"United States","USA",1958,3849.0066
"United States","USA",1959,4046.4143
"United States","USA",1960,4046.9492
"United States","USA",1961,4120.544
"United States","USA",1962,4206.094
"United States","USA",1963,4326.3716
"United States","USA",1964,4379.963
"United States","USA",1965,4974.0864
"United States","USA",1966,5286.2866
"United States","USA",1967,5631.4976
"United States","USA",1968,5848.4985
"United States","USA",1969,5947.0205
"United States","USA",1970,6204.4873
"United States","USA",1971,6116.076
"United States","USA",1972,6139.336
"United States","USA",1973,5985.4062
"United States","USA",1974,5715.0557
"United States","USA",1975,5463.43
"United States","USA",1976,5326.3057
"United States","USA",1977,5382.4077
"United States","USA",1978,5631.312
"United States","USA",1979,5547.409
"United States","USA",1980,5584.6494
"United States","USA",1981,5568.406
"United States","USA",1982,5590.8115
"United States","USA",1983,5616.8555
"United States","USA",1984,5770.069
"United States","USA",1985,5799.941
"United States","USA",1986,5609.4917
"United States","USA",1987,5434.2373
"United States","USA",1988,5338.8906
"United States","USA",1989,4989.655
"United States","USA",1990,4845.259
"United States","USA",1991,4918.2886
"United States","USA",1992,4803.5605
"United States","USA",1993,4617.1855
"United States","USA",1994,4506.6177
"United States","USA",1995,4460.73
"United States","USA",1996,4443.334
"United States","USA",1997,4418.8193
"United States","USA",1998,4281.3467
"United States","USA",1999,4101.04
"United States","USA",2000,4042.3733
"United States","USA",2001,4006.665
"United States","USA",2002,3976.3623
"United States","USA",2003,3867.6333
"United States","USA",2004,3783.905
"United States","USA",2005,3593.5337
"United States","USA",2006,3541.373
"United States","USA",2007,3546.8767
"United States","USA",2008,3514.8438
"United States","USA",2009,3751.6802
"United States","USA",2010,3874.478
"United States","USA",2011,4028.8867
"United States","USA",2012,4597.0796
"United States","USA",2013,5218.0586
"United States","USA",2014,6102.5527
"United States","USA",2015,6595.9434
"United States","USA",2016,6312.184
"United States","USA",2017,6678.5654
"United States","USA",2018,7788.5522
"United States","USA",2019,8736.102
"United States","USA",2020,8295.474
"United States","USA",2021,8317.922
"United States","USA",2022,8832.521
